Q_NAME;Description;Option_Num;Option_Text
Q6;Who did you vote for in the 2020 Presidential election?;4;Did not vote
Q9A;How often do you... Read a local newspaper from your hometown (in print or the digital version)?;-1;Web blank
Q9A;How often do you... Read a local newspaper from your hometown (in print or the digital version)?;1;Every day
Q9A;How often do you... Read a local newspaper from your hometown (in print or the digital version)?;2;Most days
Q9A;How often do you... Read a local newspaper from your hometown (in print or the digital version)?;3;Once or twice a week
Q9A;How often do you... Read a local newspaper from your hometown (in print or the digital version)?;4;Once or twice a month
Q9A;How often do you... Read a local newspaper from your hometown (in print or the digital version)?;5;Less than once a month but at least once a year
Q9A;How often do you... Read a local newspaper from your hometown (in print or the digital version)?;6;Never
Q9B;How often do you... Read a national newspaper, such as USA Today, The Wall Street Journal or The New York Times (in print or the digital version, app, etc.)?;-1;Web blank
Q9B;How often do you... Read a national newspaper, such as USA Today, The Wall Street Journal or The New York Times (in print or the digital version, app, etc.)?;1;Every day
Q9B;How often do you... Read a national newspaper, such as USA Today, The Wall Street Journal or The New York Times (in print or the digital version, app, etc.)?;2;Most days
Q9B;How often do you... Read a national newspaper, such as USA Today, The Wall Street Journal or The New York Times (in print or the digital version, app, etc.)?;3;Once or twice a week
Q9B;How often do you... Read a national newspaper, such as USA Today, The Wall Street Journal or The New York Times (in print or the digital version, app, etc.)?;4;Once or twice a month
Q9B;How often do you... Read a national newspaper, such as USA Today, The Wall Street Journal or The New York Times (in print or the digital version, app, etc.)?;5;Less than once a month but at least once a year
Q9B;How often do you... Read a national newspaper, such as USA Today, The Wall Street Journal or The New York Times (in print or the digital version, app, etc.)?;6;Never
Q9C;How often do you... Read online news websites (such as Yahoo News or Google)?;-1;Web blank
Q9C;How often do you... Read online news websites (such as Yahoo News or Google)?;1;Every day
Q9C;How often do you... Read online news websites (such as Yahoo News or Google)?;2;Most days
Q9C;How often do you... Read online news websites (such as Yahoo News or Google)?;3;Once or twice a week
Q9C;How often do you... Read online news websites (such as Yahoo News or Google)?;4;Once or twice a month
Q9C;How often do you... Read online news websites (such as Yahoo News or Google)?;5;Less than once a month but at least once a year
Q9C;How often do you... Read online news websites (such as Yahoo News or Google)?;6;Never
Q9D;How often do you... Watch the national nightly network news (such as World News Tonight, CBS Evening News)?;1;Every day
Q9D;How often do you... Watch the national nightly network news (such as World News Tonight, CBS Evening News)?;2;Most days
Q9D;How often do you... Watch the national nightly network news (such as World News Tonight, CBS Evening News)?;3;Once or twice a week
Q9D;How often do you... Watch the national nightly network news (such as World News Tonight, CBS Evening News)?;4;Once or twice a month
Q9D;How often do you... Watch the national nightly network news (such as World News Tonight, CBS Evening News)?;5;Less than once a month but at least once a year
Q9D;How often do you... Watch the national nightly network news (such as World News Tonight, CBS Evening News)?;6;Never
Q9E;How often do you... Watch Fox News?;-1;Web blank
Q9E;How often do you... Watch Fox News?;1;Every day
Q9E;How often do you... Watch Fox News?;2;Most days
Q9E;How often do you... Watch Fox News?;3;Once or twice a week
Q9E;How often do you... Watch Fox News?;4;Once or twice a month
Q9E;How often do you... Watch Fox News?;5;Less than once a month but at least once a year
Q9E;How often do you... Watch Fox News?;6;Never
Q9F;How often do you... Watch CNN?;-1;Web blank
Q9F;How often do you... Watch CNN?;1;Every day
Q9F;How often do you... Watch CNN?;2;Most days
Q9F;How often do you... Watch CNN?;3;Once or twice a week
Q9F;How often do you... Watch CNN?;4;Once or twice a month
Q9F;How often do you... Watch CNN?;5;Less than once a month but at least once a year
Q9F;How often do you... Watch CNN?;6;Never
Q9G;How often do you... Watch MSNBC?;-1;Web blank
Q9G;How often do you... Watch MSNBC?;1;Every day
Q9G;How often do you... Watch MSNBC?;2;Most days
Q9G;How often do you... Watch MSNBC?;3;Once or twice a week
Q9G;How often do you... Watch MSNBC?;4;Once or twice a month
Q9G;How often do you... Watch MSNBC?;5;Less than once a month but at least once a year
Q9G;How often do you... Watch MSNBC?;6;Never
Q9H;How often do you... Watch the local TV news to learn about your area?;-1;Web blank
Q9H;How often do you... Watch the local TV news to learn about your area?;1;Every day
Q9H;How often do you... Watch the local TV news to learn about your area?;2;Most days
Q9H;How often do you... Watch the local TV news to learn about your area?;3;Once or twice a week
Q9H;How often do you... Watch the local TV news to learn about your area?;4;Once or twice a month
Q9H;How often do you... Watch the local TV news to learn about your area?;5;Less than once a month but at least once a year
Q9H;How often do you... Watch the local TV news to learn about your area?;6;Never
Q9I;How often do you... Watch daytime talk shows, such as The Ellen DeGeneres Show or The View?;-1;Web blank
Q9I;How often do you... Watch daytime talk shows, such as The Ellen DeGeneres Show or The View?;1;Every day
Q9I;How often do you... Watch daytime talk shows, such as The Ellen DeGeneres Show or The View?;2;Most days
Q9I;How often do you... Watch daytime talk shows, such as The Ellen DeGeneres Show or The View?;3;Once or twice a week
Q9I;How often do you... Watch daytime talk shows, such as The Ellen DeGeneres Show or The View?;4;Once or twice a month
Q9I;How often do you... Watch daytime talk shows, such as The Ellen DeGeneres Show or The View?;5;Less than once a month but at least once a year
Q9I;How often do you... Watch daytime talk shows, such as The Ellen DeGeneres Show or The View?;6;Never
Q9J;How often do you... Listen to a talk radio show that discusses politics?;1;Every day
Q9J;How often do you... Listen to a talk radio show that discusses politics?;2;Most days
Q9J;How often do you... Listen to a talk radio show that discusses politics?;3;Once or twice a week
Q9J;How often do you... Listen to a talk radio show that discusses politics?;4;Once or twice a month
Q9J;How often do you... Listen to a talk radio show that discusses politics?;5;Less than once a month but at least once a year
Q9J;How often do you... Listen to a talk radio show that discusses politics?;6;Never
Q9K;How often do you... Get news from social media (e.g., Twitter, Facebook)?;-1;Web blank
Q9K;How often do you... Get news from social media (e.g., Twitter, Facebook)?;1;Every day
Q9K;How often do you... Get news from social media (e.g., Twitter, Facebook)?;2;Most days
Q9K;How often do you... Get news from social media (e.g., Twitter, Facebook)?;3;Once or twice a week
Q9K;How often do you... Get news from social media (e.g., Twitter, Facebook)?;4;Once or twice a month
Q9K;How often do you... Get news from social media (e.g., Twitter, Facebook)?;5;Less than once a month but at least once a year
Q9K;How often do you... Get news from social media (e.g., Twitter, Facebook)?;6;Never
Q10A;How afraid are you of the following: Becoming seriously ill?;-1;Web blank
Q10A;How afraid are you of the following: Becoming seriously ill?;1;Very afraid
Q10A;How afraid are you of the following: Becoming seriously ill?;2;Afraid
Q10A;How afraid are you of the following: Becoming seriously ill?;3;Slightly afraid
Q10A;How afraid are you of the following: Becoming seriously ill?;4;Not afraid
Q10B;How afraid are you of the following: People I love becoming seriously ill?;1;Very afraid
Q10B;How afraid are you of the following: People I love becoming seriously ill?;2;Afraid
Q10B;How afraid are you of the following: People I love becoming seriously ill?;3;Slightly afraid
Q10B;How afraid are you of the following: People I love becoming seriously ill?;4;Not afraid
Q10C;How afraid are you of the following: Dying?;1;Very afraid
Q10C;How afraid are you of the following: Dying?;2;Afraid
Q10C;How afraid are you of the following: Dying?;3;Slightly afraid
Q10C;How afraid are you of the following: Dying?;4;Not afraid
Q10D;How afraid are you of the following: People I love dying?;1;Very afraid
Q10D;How afraid are you of the following: People I love dying?;2;Afraid
Q10D;How afraid are you of the following: People I love dying?;3;Slightly afraid
Q10D;How afraid are you of the following: People I love dying?;4;Not afraid
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;-1;Web blank
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;0;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;1;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;2;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;3;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;4;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;5;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;6;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;7;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;8;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;10;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;12;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;14;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;15;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;18;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;19;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;20;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;23;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;25;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;29;
Q11A;How many days during the past 30 days would you say... Your physical health was not good?;30;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;0;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;1;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;2;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;3;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;4;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;5;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;6;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;7;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;8;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;9;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;10;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;12;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;14;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;15;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;16;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;17;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;18;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;20;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;22;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;23;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;24;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;25;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;28;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;29;
Q11B;How many days during the past 30 days would you say... Your mental health was not good?;30;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;-1;Web blank
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;0;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;1;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;2;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;3;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;4;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;5;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;6;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;7;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;8;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;10;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;12;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;13;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;14;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;15;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;17;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;20;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;21;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;22;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;23;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;24;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;25;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;26;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;28;
Q11C;How many days during the past 30 days would you say... Physical pain made it difficult to perform usual activities?;30;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;-1;Web blank
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;0;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;1;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;2;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;3;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;4;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;5;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;6;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;7;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;8;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;9;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;10;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;11;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;12;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;13;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;14;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;15;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;16;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;17;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;18;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;20;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;22;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;23;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;25;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;26;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;28;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;29;
Q11D;How many days during the past 30 days would you say... You felt sad, blue, or depressed?;30;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;-1;Web blank
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;0;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;1;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;2;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;3;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;4;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;5;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;6;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;7;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;8;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;9;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;10;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;11;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;12;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;13;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;14;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;15;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;16;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;17;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;18;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;19;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;20;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;21;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;22;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;23;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;24;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;25;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;26;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;27;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;28;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;29;
Q11E;How many days during the past 30 days would you say... You felt very healthy and full of energy?;30;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;0;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;1;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;2;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;3;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;4;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;5;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;6;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;7;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;8;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;9;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;10;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;12;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;13;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;14;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;15;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;18;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;20;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;21;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;25;
Q11F;How many days during the past 30 days would you say... You have worried that you contracted the coronavirus (COVID-19)?;30;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;-1;Web blank
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;0;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;1;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;2;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;3;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;4;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;5;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;6;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;7;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;8;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;10;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;12;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;14;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;15;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;16;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;20;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;21;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;25;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;28;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;29;
Q11G;How many days during the past 30 days would you say... You have worried that a loved one has contracted the coronavirus (COVID-19)?;30;
Q13A;How afraid are you of the following: Air pollution?;-1;Web blank
Q13A;How afraid are you of the following: Air pollution?;1;Very afraid
Q13A;How afraid are you of the following: Air pollution?;2;Afraid
Q13A;How afraid are you of the following: Air pollution?;3;Slightly afraid
Q13A;How afraid are you of the following: Air pollution?;4;Not afraid
Q13B;How afraid are you of the following: Pollution of drinking water?;-1;Web blank
Q13B;How afraid are you of the following: Pollution of drinking water?;1;Very afraid
Q13B;How afraid are you of the following: Pollution of drinking water?;2;Afraid
Q13B;How afraid are you of the following: Pollution of drinking water?;3;Slightly afraid
Q13B;How afraid are you of the following: Pollution of drinking water?;4;Not afraid
Q13C;How afraid are you of the following: Pollution of oceans, rivers and lakes?;1;Very afraid
Q13C;How afraid are you of the following: Pollution of oceans, rivers and lakes?;2;Afraid
Q13C;How afraid are you of the following: Pollution of oceans, rivers and lakes?;3;Slightly afraid
Q13C;How afraid are you of the following: Pollution of oceans, rivers and lakes?;4;Not afraid
Q13D;How afraid are you of the following: Extinction of plant and animal species?;1;Very afraid
Q13D;How afraid are you of the following: Extinction of plant and animal species?;2;Afraid
Q13D;How afraid are you of the following: Extinction of plant and animal species?;3;Slightly afraid
Q13D;How afraid are you of the following: Extinction of plant and animal species?;4;Not afraid
Q13E;How afraid are you of the following: Oil spills?;1;Very afraid
Q13E;How afraid are you of the following: Oil spills?;2;Afraid
Q13E;How afraid are you of the following: Oil spills?;3;Slightly afraid
Q13E;How afraid are you of the following: Oil spills?;4;Not afraid
Q13F;How afraid are you of the following: Global warming and climate change?;-1;Web blank
Q13F;How afraid are you of the following: Global warming and climate change?;1;Very afraid
Q13F;How afraid are you of the following: Global warming and climate change?;2;Afraid
Q13F;How afraid are you of the following: Global warming and climate change?;3;Slightly afraid
Q13F;How afraid are you of the following: Global warming and climate change?;4;Not afraid
Q14A;How afraid are you of the following: Not having enough money for the future?;-1;Web blank
Q14A;How afraid are you of the following: Not having enough money for the future?;1;Very afraid
Q14A;How afraid are you of the following: Not having enough money for the future?;2;Afraid
Q14A;How afraid are you of the following: Not having enough money for the future?;3;Slightly afraid
Q14A;How afraid are you of the following: Not having enough money for the future?;4;Not afraid
Q14B;How afraid are you of the following: Not being able to pay off the college debt of myself or a family member?;1;Very afraid
Q14B;How afraid are you of the following: Not being able to pay off the college debt of myself or a family member?;2;Afraid
Q14B;How afraid are you of the following: Not being able to pay off the college debt of myself or a family member?;3;Slightly afraid
Q14B;How afraid are you of the following: Not being able to pay off the college debt of myself or a family member?;4;Not afraid
Q14B;How afraid are you of the following: Not being able to pay off the college debt of myself or a family member?;5;Doesn't apply to me
Q14C;How afraid are you of the following: Not having enough to pay my rent or mortgage?;1;Very afraid
Q14C;How afraid are you of the following: Not having enough to pay my rent or mortgage?;2;Afraid
Q14C;How afraid are you of the following: Not having enough to pay my rent or mortgage?;3;Slightly afraid
Q14C;How afraid are you of the following: Not having enough to pay my rent or mortgage?;4;Not afraid
Q14C;How afraid are you of the following: Not having enough to pay my rent or mortgage?;5;Doesn't apply to me
Q14D;How afraid are you of the following: Being unemployed?;1;Very afraid
Q14D;How afraid are you of the following: Being unemployed?;2;Afraid
Q14D;How afraid are you of the following: Being unemployed?;3;Slightly afraid
Q14D;How afraid are you of the following: Being unemployed?;4;Not afraid
Q14D;How afraid are you of the following: Being unemployed?;5;Doesn't apply to me
Q14E;How afraid are you of the following: High medical bills?;1;Very afraid
Q14E;How afraid are you of the following: High medical bills?;2;Afraid
Q14E;How afraid are you of the following: High medical bills?;3;Slightly afraid
Q14E;How afraid are you of the following: High medical bills?;4;Not afraid
Q14F;How afraid are you of the following: Catching influenza (the seasonal flu)?;1;Very afraid
Q14F;How afraid are you of the following: Catching influenza (the seasonal flu)?;2;Afraid
Q14F;How afraid are you of the following: Catching influenza (the seasonal flu)?;3;Slightly afraid
Q14F;How afraid are you of the following: Catching influenza (the seasonal flu)?;4;Not afraid
Q14G;How afraid are you of the following: Catching the coronavirus (COVID-19)?;-1;Web blank
Q14G;How afraid are you of the following: Catching the coronavirus (COVID-19)?;1;Very afraid
Q14G;How afraid are you of the following: Catching the coronavirus (COVID-19)?;2;Afraid
Q14G;How afraid are you of the following: Catching the coronavirus (COVID-19)?;3;Slightly afraid
Q14G;How afraid are you of the following: Catching the coronavirus (COVID-19)?;4;Not afraid
Q14H;How afraid are you of the following: Being caught in an embarrassing moment on Zoom or video conference?;1;Very afraid
Q14H;How afraid are you of the following: Being caught in an embarrassing moment on Zoom or video conference?;2;Afraid
Q14H;How afraid are you of the following: Being caught in an embarrassing moment on Zoom or video conference?;3;Slightly afraid
