Q_NAME;Description;Option_Num;Option_Text
Q9D;Q9d. How often do you...? (Please select one response for each.) d. Watch the national nightly network news?;4;Once or twice a month
Q9D;Q9d. How often do you...? (Please select one response for each.) d. Watch the national nightly network news?;5;Less than once a month but at least once a year
Q9D;Q9d. How often do you...? (Please select one response for each.) d. Watch the national nightly network news?;6;Never
Q9E;Q9e. How often do you...? (Please select one response for each.) e. Watch Fox News?;1;Every day
Q9E;Q9e. How often do you...? (Please select one response for each.) e. Watch Fox News?;2;Most days
Q9E;Q9e. How often do you...? (Please select one response for each.) e. Watch Fox News?;3;Once or twice a week
Q9E;Q9e. How often do you...? (Please select one response for each.) e. Watch Fox News?;4;Once or twice a month
Q9E;Q9e. How often do you...? (Please select one response for each.) e. Watch Fox News?;5;Less than once a month but at least once a year
Q9E;Q9e. How often do you...? (Please select one response for each.) e. Watch Fox News?;6;Never
Q9F;Q9f. How often do you...? (Please select one response for each.) f. Watch CNN?;1;Every day
Q9F;Q9f. How often do you...? (Please select one response for each.) f. Watch CNN?;2;Most days
Q9F;Q9f. How often do you...? (Please select one response for each.) f. Watch CNN?;3;Once or twice a week
Q9F;Q9f. How often do you...? (Please select one response for each.) f. Watch CNN?;4;Once or twice a month
Q9F;Q9f. How often do you...? (Please select one response for each.) f. Watch CNN?;5;Less than once a month but at least once a year
Q9F;Q9f. How often do you...? (Please select one response for each.) f. Watch CNN?;6;Never
Q9G;Q9g. How often do you...? (Please select one response for each.) g. Watch MSNBC?;-1;Web blank
Q9G;Q9g. How often do you...? (Please select one response for each.) g. Watch MSNBC?;1;Every day
Q9G;Q9g. How often do you...? (Please select one response for each.) g. Watch MSNBC?;2;Most days
Q9G;Q9g. How often do you...? (Please select one response for each.) g. Watch MSNBC?;3;Once or twice a week
Q9G;Q9g. How often do you...? (Please select one response for each.) g. Watch MSNBC?;4;Once or twice a month
Q9G;Q9g. How often do you...? (Please select one response for each.) g. Watch MSNBC?;5;Less than once a month but at least once a year
Q9G;Q9g. How often do you...? (Please select one response for each.) g. Watch MSNBC?;6;Never
Q9H;Q9h. How often do you...? (Please select one response for each.) h. Watch the local TV news?;1;Every day
Q9H;Q9h. How often do you...? (Please select one response for each.) h. Watch the local TV news?;2;Most days
Q9H;Q9h. How often do you...? (Please select one response for each.) h. Watch the local TV news?;3;Once or twice a week
Q9H;Q9h. How often do you...? (Please select one response for each.) h. Watch the local TV news?;4;Once or twice a month
Q9H;Q9h. How often do you...? (Please select one response for each.) h. Watch the local TV news?;5;Less than once a month but at least once a year
Q9H;Q9h. How often do you...? (Please select one response for each.) h. Watch the local TV news?;6;Never
Q9I;Q9i. How often do you...? (Please select one response for each.) i. Watch daytime talk shows?;1;Every day
Q9I;Q9i. How often do you...? (Please select one response for each.) i. Watch daytime talk shows?;2;Most days
Q9I;Q9i. How often do you...? (Please select one response for each.) i. Watch daytime talk shows?;3;Once or twice a week
Q9I;Q9i. How often do you...? (Please select one response for each.) i. Watch daytime talk shows?;4;Once or twice a month
Q9I;Q9i. How often do you...? (Please select one response for each.) i. Watch daytime talk shows?;5;Less than once a month but at least once a year
Q9I;Q9i. How often do you...? (Please select one response for each.) i. Watch daytime talk shows?;6;Never
Q9J;Q9j. How often do you...? (Please select one response for each.) j. Listen to a talk radio show that discusses politics?;1;Every day
Q9J;Q9j. How often do you...? (Please select one response for each.) j. Listen to a talk radio show that discusses politics?;2;Most days
Q9J;Q9j. How often do you...? (Please select one response for each.) j. Listen to a talk radio show that discusses politics?;3;Once or twice a week
Q9J;Q9j. How often do you...? (Please select one response for each.) j. Listen to a talk radio show that discusses politics?;4;Once or twice a month
Q9J;Q9j. How often do you...? (Please select one response for each.) j. Listen to a talk radio show that discusses politics?;5;Less than once a month but at least once a year
Q9J;Q9j. How often do you...? (Please select one response for each.) j. Listen to a talk radio show that discusses politics?;6;Never
Q9K;Q9k. How often do you...? (Please select one response for each.) k. Get news from social media?;1;Every day
Q9K;Q9k. How often do you...? (Please select one response for each.) k. Get news from social media?;2;Most days
Q9K;Q9k. How often do you...? (Please select one response for each.) k. Get news from social media?;3;Once or twice a week
Q9K;Q9k. How often do you...? (Please select one response for each.) k. Get news from social media?;4;Once or twice a month
Q9K;Q9k. How often do you...? (Please select one response for each.) k. Get news from social media?;5;Less than once a month but at least once a year
Q9K;Q9k. How often do you...? (Please select one response for each.) k. Get news from social media?;6;Never
Q10A;Q10a. How afraid are you of the following? (Please select one response for each.) a. Becoming seriously ill;1;Very afraid
Q10A;Q10a. How afraid are you of the following? (Please select one response for each.) a. Becoming seriously ill;2;Afraid
Q10A;Q10a. How afraid are you of the following? (Please select one response for each.) a. Becoming seriously ill;3;Slightly afraid
Q10A;Q10a. How afraid are you of the following? (Please select one response for each.) a. Becoming seriously ill;4;Not afraid
Q10B;Q10b. How afraid are you of the following? (Please select one response for each.) b. People I love becoming seriously ill;1;Very afraid
Q10B;Q10b. How afraid are you of the following? (Please select one response for each.) b. People I love becoming seriously ill;2;Afraid
Q10B;Q10b. How afraid are you of the following? (Please select one response for each.) b. People I love becoming seriously ill;3;Slightly afraid
Q10B;Q10b. How afraid are you of the following? (Please select one response for each.) b. People I love becoming seriously ill;4;Not afraid
Q10C;Q10c. How afraid are you of the following? (Please select one response for each.) c. Dying;1;Very afraid
Q10C;Q10c. How afraid are you of the following? (Please select one response for each.) c. Dying;2;Afraid
Q10C;Q10c. How afraid are you of the following? (Please select one response for each.) c. Dying;3;Slightly afraid
Q10C;Q10c. How afraid are you of the following? (Please select one response for each.) c. Dying;4;Not afraid
Q10D;Q10d. How afraid are you of the following? (Please select one response for each.) d. People I love dying;1;Very afraid
Q10D;Q10d. How afraid are you of the following? (Please select one response for each.) d. People I love dying;2;Afraid
Q10D;Q10d. How afraid are you of the following? (Please select one response for each.) d. People I love dying;3;Slightly afraid
Q10D;Q10d. How afraid are you of the following? (Please select one response for each.) d. People I love dying;4;Not afraid
Q11A;How afraid are you of the following? (Please select one response for each.) a. Air pollution;1;Very afraid
Q11A;How afraid are you of the following? (Please select one response for each.) a. Air pollution;2;Afraid
Q11A;How afraid are you of the following? (Please select one response for each.) a. Air pollution;3;Slightly afraid
Q11A;How afraid are you of the following? (Please select one response for each.) a. Air pollution;4;Not afraid
Q11B;Q11b. How afraid are you of the following? (Please select one response for each.) b. Pollution of drinking water;-1;Web blank
Q11B;Q11b. How afraid are you of the following? (Please select one response for each.) b. Pollution of drinking water;1;Very afraid
Q11B;Q11b. How afraid are you of the following? (Please select one response for each.) b. Pollution of drinking water;2;Afraid
Q11B;Q11b. How afraid are you of the following? (Please select one response for each.) b. Pollution of drinking water;3;Slightly afraid
Q11B;Q11b. How afraid are you of the following? (Please select one response for each.) b. Pollution of drinking water;4;Not afraid
Q11C;Q11c. How afraid are you of the following? (Please select one response for each.) c. Pollution of oceans, rivers and lakes;1;Very afraid
Q11C;Q11c. How afraid are you of the following? (Please select one response for each.) c. Pollution of oceans, rivers and lakes;2;Afraid
Q11C;Q11c. How afraid are you of the following? (Please select one response for each.) c. Pollution of oceans, rivers and lakes;3;Slightly afraid
Q11C;Q11c. How afraid are you of the following? (Please select one response for each.) c. Pollution of oceans, rivers and lakes;4;Not afraid
Q11D;Q11d. How afraid are you of the following? (Please select one response for each.) d. Extinction of plant and animal species;-1;Web blank
Q11D;Q11d. How afraid are you of the following? (Please select one response for each.) d. Extinction of plant and animal species;1;Very afraid
Q11D;Q11d. How afraid are you of the following? (Please select one response for each.) d. Extinction of plant and animal species;2;Afraid
Q11D;Q11d. How afraid are you of the following? (Please select one response for each.) d. Extinction of plant and animal species;3;Slightly afraid
Q11D;Q11d. How afraid are you of the following? (Please select one response for each.) d. Extinction of plant and animal species;4;Not afraid
Q11E;Q11e. How afraid are you of the following? (Please select one response for each.) e. Oil spills;-1;Web blank
Q11E;Q11e. How afraid are you of the following? (Please select one response for each.) e. Oil spills;1;Very afraid
Q11E;Q11e. How afraid are you of the following? (Please select one response for each.) e. Oil spills;2;Afraid
Q11E;Q11e. How afraid are you of the following? (Please select one response for each.) e. Oil spills;3;Slightly afraid
Q11E;Q11e. How afraid are you of the following? (Please select one response for each.) e. Oil spills;4;Not afraid
Q11F;Q11f. How afraid are you of the following? (Please select one response for each.) f. Global warming and climate change;1;Very afraid
Q11F;Q11f. How afraid are you of the following? (Please select one response for each.) f. Global warming and climate change;2;Afraid
Q11F;Q11f. How afraid are you of the following? (Please select one response for each.) f. Global warming and climate change;3;Slightly afraid
Q11F;Q11f. How afraid are you of the following? (Please select one response for each.) f. Global warming and climate change;4;Not afraid
Q13A;Q13a. How afraid are you of the following? (Please select one response for each.) a. Not having enough money for the future;-1;Web blank
Q13A;Q13a. How afraid are you of the following? (Please select one response for each.) a. Not having enough money for the future;1;Very afraid
Q13A;Q13a. How afraid are you of the following? (Please select one response for each.) a. Not having enough money for the future;2;Afraid
Q13A;Q13a. How afraid are you of the following? (Please select one response for each.) a. Not having enough money for the future;3;Slightly afraid
Q13A;Q13a. How afraid are you of the following? (Please select one response for each.) a. Not having enough money for the future;4;Not afraid
Q13B;Q13b. How afraid are you of the following? (Please select one response for each.) b. Not being able to pay off the college debt of myself or a family member;1;Very afraid
Q13B;Q13b. How afraid are you of the following? (Please select one response for each.) b. Not being able to pay off the college debt of myself or a family member;2;Afraid
Q13B;Q13b. How afraid are you of the following? (Please select one response for each.) b. Not being able to pay off the college debt of myself or a family member;3;Slightly afraid
Q13B;Q13b. How afraid are you of the following? (Please select one response for each.) b. Not being able to pay off the college debt of myself or a family member;4;Not afraid
Q13B;Q13b. How afraid are you of the following? (Please select one response for each.) b. Not being able to pay off the college debt of myself or a family member;5;Doesn't apply to me
Q13C;Q13c. How afraid are you of the following? (Please select one response for each.) c. Not having enough money to pay my rent or mortgage;1;Very afraid
Q13C;Q13c. How afraid are you of the following? (Please select one response for each.) c. Not having enough money to pay my rent or mortgage;2;Afraid
Q13C;Q13c. How afraid are you of the following? (Please select one response for each.) c. Not having enough money to pay my rent or mortgage;3;Slightly afraid
Q13C;Q13c. How afraid are you of the following? (Please select one response for each.) c. Not having enough money to pay my rent or mortgage;4;Not afraid
Q13C;Q13c. How afraid are you of the following? (Please select one response for each.) c. Not having enough money to pay my rent or mortgage;5;Doesn't apply to me
Q13D;Q13d. How afraid are you of the following? (Please select one response for each.) d. Being unemployed;-1;Web blank
Q13D;Q13d. How afraid are you of the following? (Please select one response for each.) d. Being unemployed;1;Very afraid
Q13D;Q13d. How afraid are you of the following? (Please select one response for each.) d. Being unemployed;2;Afraid
Q13D;Q13d. How afraid are you of the following? (Please select one response for each.) d. Being unemployed;3;Slightly afraid
Q13D;Q13d. How afraid are you of the following? (Please select one response for each.) d. Being unemployed;4;Not afraid
Q13D;Q13d. How afraid are you of the following? (Please select one response for each.) d. Being unemployed;5;Doesn't apply to me
Q13E;Q13e. How afraid are you of the following? (Please select one response for each.) e. High medical bills;1;Very afraid
Q13E;Q13e. How afraid are you of the following? (Please select one response for each.) e. High medical bills;2;Afraid
Q13E;Q13e. How afraid are you of the following? (Please select one response for each.) e. High medical bills;3;Slightly afraid
Q13E;Q13e. How afraid are you of the following? (Please select one response for each.) e. High medical bills;4;Not afraid
Q13F;Q13f. How afraid are you of the following? (Please select one response for each.) f. Catching influenza (the seasonal flu);1;Very afraid
Q13F;Q13f. How afraid are you of the following? (Please select one response for each.) f. Catching influenza (the seasonal flu);2;Afraid
Q13F;Q13f. How afraid are you of the following? (Please select one response for each.) f. Catching influenza (the seasonal flu);3;Slightly afraid
Q13F;Q13f. How afraid are you of the following? (Please select one response for each.) f. Catching influenza (the seasonal flu);4;Not afraid
Q13G;Q13g. How afraid are you of the following? (Please select one response for each.) g. Catching the coronavirus (COVID-19);1;Very afraid
Q13G;Q13g. How afraid are you of the following? (Please select one response for each.) g. Catching the coronavirus (COVID-19);2;Afraid
Q13G;Q13g. How afraid are you of the following? (Please select one response for each.) g. Catching the coronavirus (COVID-19);3;Slightly afraid
Q13G;Q13g. How afraid are you of the following? (Please select one response for each.) g. Catching the coronavirus (COVID-19);4;Not afraid
Q14A;Q14a. How afraid are you of the following? (Please select one response for each.) a. Computers replacing people in the workforce;1;Very afraid
Q14A;Q14a. How afraid are you of the following? (Please select one response for each.) a. Computers replacing people in the workforce;2;Afraid
Q14A;Q14a. How afraid are you of the following? (Please select one response for each.) a. Computers replacing people in the workforce;3;Slightly afraid
Q14A;Q14a. How afraid are you of the following? (Please select one response for each.) a. Computers replacing people in the workforce;4;Not afraid
Q14B;Q14b. How afraid are you of the following? (Please select one response for each.) b. Technology that I don't understand;1;Very afraid
Q14B;Q14b. How afraid are you of the following? (Please select one response for each.) b. Technology that I don't understand;2;Afraid
Q14B;Q14b. How afraid are you of the following? (Please select one response for each.) b. Technology that I don't understand;3;Slightly afraid
Q14B;Q14b. How afraid are you of the following? (Please select one response for each.) b. Technology that I don't understand;4;Not afraid
Q14C;Q14c. How afraid are you of the following? (Please select one response for each.) c. Cyber-terrorism;1;Very afraid
Q14C;Q14c. How afraid are you of the following? (Please select one response for each.) c. Cyber-terrorism;2;Afraid
Q14C;Q14c. How afraid are you of the following? (Please select one response for each.) c. Cyber-terrorism;3;Slightly afraid
Q14C;Q14c. How afraid are you of the following? (Please select one response for each.) c. Cyber-terrorism;4;Not afraid
Q14D;Q14d. How afraid are you of the following? (Please select one response for each.) d. Corporate tracking of personal data;1;Very afraid
Q14D;Q14d. How afraid are you of the following? (Please select one response for each.) d. Corporate tracking of personal data;2;Afraid
Q14D;Q14d. How afraid are you of the following? (Please select one response for each.) d. Corporate tracking of personal data;3;Slightly afraid
Q14D;Q14d. How afraid are you of the following? (Please select one response for each.) d. Corporate tracking of personal data;4;Not afraid
Q14E;Q14e. How afraid are you of the following? (Please select one response for each.) e. Government tracking of personal data;1;Very afraid
Q14E;Q14e. How afraid are you of the following? (Please select one response for each.) e. Government tracking of personal data;2;Afraid
Q14E;Q14e. How afraid are you of the following? (Please select one response for each.) e. Government tracking of personal data;3;Slightly afraid
Q14E;Q14e. How afraid are you of the following? (Please select one response for each.) e. Government tracking of personal data;4;Not afraid
Q15A;Q15a. How afraid are you of the following events? (Please select one response for each.) a. A devastating earthquake;-1;Web blank
Q15A;Q15a. How afraid are you of the following events? (Please select one response for each.) a. A devastating earthquake;1;Very afraid
Q15A;Q15a. How afraid are you of the following events? (Please select one response for each.) a. A devastating earthquake;2;Afraid
Q15A;Q15a. How afraid are you of the following events? (Please select one response for each.) a. A devastating earthquake;3;Slightly afraid
Q15A;Q15a. How afraid are you of the following events? (Please select one response for each.) a. A devastating earthquake;4;Not afraid
Q15B;Q15b. How afraid are you of the following events? (Please select one response for each.) b. A devastating hurricane;-1;Web blank
Q15B;Q15b. How afraid are you of the following events? (Please select one response for each.) b. A devastating hurricane;1;Very afraid
Q15B;Q15b. How afraid are you of the following events? (Please select one response for each.) b. A devastating hurricane;2;Afraid
Q15B;Q15b. How afraid are you of the following events? (Please select one response for each.) b. A devastating hurricane;3;Slightly afraid
Q15B;Q15b. How afraid are you of the following events? (Please select one response for each.) b. A devastating hurricane;4;Not afraid
Q15C;Q15c. How afraid are you of the following events? (Please select one response for each.) c. A devastating tornado;-1;Web blank
Q15C;Q15c. How afraid are you of the following events? (Please select one response for each.) c. A devastating tornado;1;Very afraid
Q15C;Q15c. How afraid are you of the following events? (Please select one response for each.) c. A devastating tornado;2;Afraid
Q15C;Q15c. How afraid are you of the following events? (Please select one response for each.) c. A devastating tornado;3;Slightly afraid
Q15C;Q15c. How afraid are you of the following events? (Please select one response for each.) c. A devastating tornado;4;Not afraid
Q15D;Q15d. How afraid are you of the following events? (Please select one response for each.) d. A devastating flood;-1;Web blank
Q15D;Q15d. How afraid are you of the following events? (Please select one response for each.) d. A devastating flood;1;Very afraid
Q15D;Q15d. How afraid are you of the following events? (Please select one response for each.) d. A devastating flood;2;Afraid
Q15D;Q15d. How afraid are you of the following events? (Please select one response for each.) d. A devastating flood;3;Slightly afraid
Q15D;Q15d. How afraid are you of the following events? (Please select one response for each.) d. A devastating flood;4;Not afraid
Q15E;Q15e. How afraid are you of the following events? (Please select one response for each.) e. A devastating blizzard/Winter storm;-1;Web blank
Q15E;Q15e. How afraid are you of the following events? (Please select one response for each.) e. A devastating blizzard/Winter storm;1;Very afraid
Q15E;Q15e. How afraid are you of the following events? (Please select one response for each.) e. A devastating blizzard/Winter storm;2;Afraid
Q15E;Q15e. How afraid are you of the following events? (Please select one response for each.) e. A devastating blizzard/Winter storm;3;Slightly afraid
Q15E;Q15e. How afraid are you of the following events? (Please select one response for each.) e. A devastating blizzard/Winter storm;4;Not afraid
Q15F;Q15f. How afraid are you of the following events? (Please select one response for each.) f. A devastating drought;-1;Web blank
Q15F;Q15f. How afraid are you of the following events? (Please select one response for each.) f. A devastating drought;1;Very afraid
Q15F;Q15f. How afraid are you of the following events? (Please select one response for each.) f. A devastating drought;2;Afraid
Q15F;Q15f. How afraid are you of the following events? (Please select one response for each.) f. A devastating drought;3;Slightly afraid
Q15F;Q15f. How afraid are you of the following events? (Please select one response for each.) f. A devastating drought;4;Not afraid
Q15G;Q15g. How afraid are you of the following events? (Please select one response for each.) g. A devastating wildfire;-1;Web blank
Q15G;Q15g. How afraid are you of the following events? (Please select one response for each.) g. A devastating wildfire;1;Very afraid
Q15G;Q15g. How afraid are you of the following events? (Please select one response for each.) g. A devastating wildfire;2;Afraid
Q15G;Q15g. How afraid are you of the following events? (Please select one response for each.) g. A devastating wildfire;3;Slightly afraid
Q15G;Q15g. How afraid are you of the following events? (Please select one response for each.) g. A devastating wildfire;4;Not afraid
Q15H;Q15h. How afraid are you of the following events? (Please select one response for each.) h. A large volcanic eruption;-1;Web blank
Q15H;Q15h. How afraid are you of the following events? (Please select one response for each.) h. A large volcanic eruption;1;Very afraid
Q15H;Q15h. How afraid are you of the following events? (Please select one response for each.) h. A large volcanic eruption;2;Afraid
Q15H;Q15h. How afraid are you of the following events? (Please select one response for each.) h. A large volcanic eruption;3;Slightly afraid
Q15H;Q15h. How afraid are you of the following events? (Please select one response for each.) h. A large volcanic eruption;4;Not afraid
Q15I;Q15i. How afraid are you of the following events? (Please select one response for each.) i. A new pandemic or a major epidemic;-1;Web blank
Q15I;Q15i. How afraid are you of the following events? (Please select one response for each.) i. A new pandemic or a major epidemic;1;Very afraid
Q15I;Q15i. How afraid are you of the following events? (Please select one response for each.) i. A new pandemic or a major epidemic;2;Afraid
Q15I;Q15i. How afraid are you of the following events? (Please select one response for each.) i. A new pandemic or a major epidemic;3;Slightly afraid
Q15I;Q15i. How afraid are you of the following events? (Please select one response for each.) i. A new pandemic or a major epidemic;4;Not afraid
Q15J;Q15j. How afraid are you of the following events? (Please select one response for each.) j. Climate change impacting where I live;-1;Web blank
Q15J;Q15j. How afraid are you of the following events? (Please select one response for each.) j. Climate change impacting where I live;1;Very afraid
Q15J;Q15j. How afraid are you of the following events? (Please select one response for each.) j. Climate change impacting where I live;2;Afraid
Q15J;Q15j. How afraid are you of the following events? (Please select one response for each.) j. Climate change impacting where I live;3;Slightly afraid
Q15J;Q15j. How afraid are you of the following events? (Please select one response for each.) j. Climate change impacting where I live;4;Not afraid
Q15K;Q15k. How afraid are you of the following events? (Please select one response for each.) k. A devastating natural disaster where I live;-1;Web blank
Q15K;Q15k. How afraid are you of the following events? (Please select one response for each.) k. A devastating natural disaster where I live;1;Very afraid
Q15K;Q15k. How afraid are you of the following events? (Please select one response for each.) k. A devastating natural disaster where I live;2;Afraid
Q15K;Q15k. How afraid are you of the following events? (Please select one response for each.) k. A devastating natural disaster where I live;3;Slightly afraid
Q15K;Q15k. How afraid are you of the following events? (Please select one response for each.) k. A devastating natural disaster where I live;4;Not afraid
Q15AA;Q15aa. How afraid are you of the following events? (Please select one response for each.) a. The collapse of the electrical grid;-1;Web blank
Q15AA;Q15aa. How afraid are you of the following events? (Please select one response for each.) a. The collapse of the electrical grid;1;Very afraid
Q15AA;Q15aa. How afraid are you of the following events? (Please select one response for each.) a. The collapse of the electrical grid;2;Afraid
Q15AA;Q15aa. How afraid are you of the following events? (Please select one response for each.) a. The collapse of the electrical grid;3;Slightly afraid
Q15AA;Q15aa. How afraid are you of the following events? (Please select one response for each.) a. The collapse of the electrical grid;4;Not afraid
Q15AB;Q15ab. How afraid are you of the following events? (Please select one response for each.) b. A nuclear accident/meltdown;-1;Web blank
Q15AB;Q15ab. How afraid are you of the following events? (Please select one response for each.) b. A nuclear accident/meltdown;1;Very afraid
Q15AB;Q15ab. How afraid are you of the following events? (Please select one response for each.) b. A nuclear accident/meltdown;2;Afraid
Q15AB;Q15ab. How afraid are you of the following events? (Please select one response for each.) b. A nuclear accident/meltdown;3;Slightly afraid
Q15AB;Q15ab. How afraid are you of the following events? (Please select one response for each.) b. A nuclear accident/meltdown;4;Not afraid
Q15AC;Q15ac. How afraid are you of the following events? (Please select one response for each.) c. Economic/financial collapse;-1;Web blank
Q15AC;Q15ac. How afraid are you of the following events? (Please select one response for each.) c. Economic/financial collapse;1;Very afraid
Q15AC;Q15ac. How afraid are you of the following events? (Please select one response for each.) c. Economic/financial collapse;2;Afraid
Q15AC;Q15ac. How afraid are you of the following events? (Please select one response for each.) c. Economic/financial collapse;3;Slightly afraid
Q15AC;Q15ac. How afraid are you of the following events? (Please select one response for each.) c. Economic/financial collapse;4;Not afraid
Q15AD;Q15ad. How afraid are you of the following events? (Please select one response for each.) d. Widespread civil unrest;-1;Web blank
