Q_NAME,Description,Option_Num,Option_Text
QN9D,How afraid are you of the following? People I love dying,3,Slightly afraid
QN9D,How afraid are you of the following? People I love dying,4,Not afraid
QN10A,How afraid are you of the following environmental issues? Air pollution,-1,Blank
QN10A,How afraid are you of the following environmental issues? Air pollution,1,Very afraid
QN10A,How afraid are you of the following environmental issues? Air pollution,2,Afraid
QN10A,How afraid are you of the following environmental issues? Air pollution,3,Slightly afraid
QN10A,How afraid are you of the following environmental issues? Air pollution,4,Not afraid
QN10B,How afraid are you of the following environmental issues? Pollution of drinking water,-1,Blank
QN10B,How afraid are you of the following environmental issues? Pollution of drinking water,1,Very afraid
QN10B,How afraid are you of the following environmental issues? Pollution of drinking water,2,Afraid
QN10B,How afraid are you of the following environmental issues? Pollution of drinking water,3,Slightly afraid
QN10B,How afraid are you of the following environmental issues? Pollution of drinking water,4,Not afraid
QN10C,"How afraid are you of the following environmental issues? Pollution of oceans, rivers and lakes",-1,Blank
QN10C,"How afraid are you of the following environmental issues? Pollution of oceans, rivers and lakes",1,Very afraid
QN10C,"How afraid are you of the following environmental issues? Pollution of oceans, rivers and lakes",2,Afraid
QN10C,"How afraid are you of the following environmental issues? Pollution of oceans, rivers and lakes",3,Slightly afraid
QN10C,"How afraid are you of the following environmental issues? Pollution of oceans, rivers and lakes",4,Not afraid
QN10D,How afraid are you of the following environmental issues? Extinction of plant and animal species,-1,Blank
QN10D,How afraid are you of the following environmental issues? Extinction of plant and animal species,1,Very afraid
QN10D,How afraid are you of the following environmental issues? Extinction of plant and animal species,2,Afraid
QN10D,How afraid are you of the following environmental issues? Extinction of plant and animal species,3,Slightly afraid
QN10D,How afraid are you of the following environmental issues? Extinction of plant and animal species,4,Not afraid
QN10E,How afraid are you of the following environmental issues? Oil spills,-1,Blank
QN10E,How afraid are you of the following environmental issues? Oil spills,1,Very afraid
QN10E,How afraid are you of the following environmental issues? Oil spills,2,Afraid
QN10E,How afraid are you of the following environmental issues? Oil spills,3,Slightly afraid
QN10E,How afraid are you of the following environmental issues? Oil spills,4,Not afraid
QN10F,How afraid are you of the following environmental issues? Global warming and climate change,-1,Blank
QN10F,How afraid are you of the following environmental issues? Global warming and climate change,1,Very afraid
QN10F,How afraid are you of the following environmental issues? Global warming and climate change,2,Afraid
QN10F,How afraid are you of the following environmental issues? Global warming and climate change,3,Slightly afraid
QN10F,How afraid are you of the following environmental issues? Global warming and climate change,4,Not afraid
QN11A,How afraid are you of the following? Not having enough money for the future,-1,Blank
QN11A,How afraid are you of the following? Not having enough money for the future,1,Very afraid
QN11A,How afraid are you of the following? Not having enough money for the future,2,Afraid
QN11A,How afraid are you of the following? Not having enough money for the future,3,Slightly afraid
QN11A,How afraid are you of the following? Not having enough money for the future,4,Not afraid
QN11B,How afraid are you of the following? Being unemployed,-1,Blank
QN11B,How afraid are you of the following? Being unemployed,1,Very afraid
QN11B,How afraid are you of the following? Being unemployed,2,Afraid
QN11B,How afraid are you of the following? Being unemployed,3,Slightly afraid
QN11B,How afraid are you of the following? Being unemployed,4,Not afraid
QN11C,How afraid are you of the following? High medical bills,-1,Blank
QN11C,How afraid are you of the following? High medical bills,1,Very afraid
QN11C,How afraid are you of the following? High medical bills,2,Afraid
QN11C,How afraid are you of the following? High medical bills,3,Slightly afraid
QN11C,How afraid are you of the following? High medical bills,4,Not afraid
QN11D,"How afraid are you of the following? Losing my data, photos or important documents in a disaster",-1,Blank
QN11D,"How afraid are you of the following? Losing my data, photos or important documents in a disaster",1,Very afraid
QN11D,"How afraid are you of the following? Losing my data, photos or important documents in a disaster",2,Afraid
QN11D,"How afraid are you of the following? Losing my data, photos or important documents in a disaster",3,Slightly afraid
QN11D,"How afraid are you of the following? Losing my data, photos or important documents in a disaster",4,Not afraid
QN12,"Have you or anyone in your household put together a disaster or emergency supply kit, containing supplies, such as food, water and medical supplies?",1,Yes
QN12,"Have you or anyone in your household put together a disaster or emergency supply kit, containing supplies, such as food, water and medical supplies?",2,No
QN13,"Have you or anyone in your household put together a plan for what you would do in a natural disaster or emergency, such as a fire in your home?",-1,Blank
QN13,"Have you or anyone in your household put together a plan for what you would do in a natural disaster or emergency, such as a fire in your home?",1,Yes
QN13,"Have you or anyone in your household put together a plan for what you would do in a natural disaster or emergency, such as a fire in your home?",2,No
QN14,"Have you or anyone in your household put together a plan for what you would do with your pet(s) in a natural disaster or emergency, such as a fire in your home?",1,Yes
QN14,"Have you or anyone in your household put together a plan for what you would do with your pet(s) in a natural disaster or emergency, such as a fire in your home?",2,No
QN14,"Have you or anyone in your household put together a plan for what you would do with your pet(s) in a natural disaster or emergency, such as a fire in your home?",3,I do not have pets
QN15,Do you think you are as ready for disasters or emergencies as other people in your community?,1,I'm probably less prepared for disasters or emergencies than most people I know
QN15,Do you think you are as ready for disasters or emergencies as other people in your community?,2,I'm probably less prepared for disasters or emergencies than most people I know
QN15,Do you think you are as ready for disasters or emergencies as other people in your community?,3,I'm probably more prepared for disasters or emergencies than most people I know
QN16A,"Please indicate your level of agreement with the following statements: By keeping an emergency supply kit, I am improving my chance of surviving a natural or manmade disaster",-1,Blank
QN16A,"Please indicate your level of agreement with the following statements: By keeping an emergency supply kit, I am improving my chance of surviving a natural or manmade disaster",1,Strongly agree
QN16A,"Please indicate your level of agreement with the following statements: By keeping an emergency supply kit, I am improving my chance of surviving a natural or manmade disaster",2,Agree
QN16A,"Please indicate your level of agreement with the following statements: By keeping an emergency supply kit, I am improving my chance of surviving a natural or manmade disaster",3,Disagree
QN16A,"Please indicate your level of agreement with the following statements: By keeping an emergency supply kit, I am improving my chance of surviving a natural or manmade disaster",4,Strongly disagree
QN16B,Please indicate your level of agreement with the following statements: I will experience a significant natural or manmade disaster in the near future,-1,Blank
QN16B,Please indicate your level of agreement with the following statements: I will experience a significant natural or manmade disaster in the near future,1,Strongly agree
QN16B,Please indicate your level of agreement with the following statements: I will experience a significant natural or manmade disaster in the near future,2,Agree
QN16B,Please indicate your level of agreement with the following statements: I will experience a significant natural or manmade disaster in the near future,3,Disagree
QN16B,Please indicate your level of agreement with the following statements: I will experience a significant natural or manmade disaster in the near future,4,Strongly disagree
QN16C,Please indicate your level of agreement with the following statements: I sometimes feel guilty that I have not done enough to prepare for disasters,1,Strongly agree
QN16C,Please indicate your level of agreement with the following statements: I sometimes feel guilty that I have not done enough to prepare for disasters,2,Agree
QN16C,Please indicate your level of agreement with the following statements: I sometimes feel guilty that I have not done enough to prepare for disasters,3,Disagree
QN16C,Please indicate your level of agreement with the following statements: I sometimes feel guilty that I have not done enough to prepare for disasters,4,Strongly disagree
QN16D,Please indicate your level of agreement with the following statements: I feel confident that I know how to prepare for disasters,-1,Blank
QN16D,Please indicate your level of agreement with the following statements: I feel confident that I know how to prepare for disasters,1,Strongly agree
QN16D,Please indicate your level of agreement with the following statements: I feel confident that I know how to prepare for disasters,2,Agree
QN16D,Please indicate your level of agreement with the following statements: I feel confident that I know how to prepare for disasters,3,Disagree
QN16D,Please indicate your level of agreement with the following statements: I feel confident that I know how to prepare for disasters,4,Strongly disagree
QN16E,Please indicate your level of agreement with the following statements: Natural disasters in my area are capable of doing serious harm to me or my property,-1,Blank
QN16E,Please indicate your level of agreement with the following statements: Natural disasters in my area are capable of doing serious harm to me or my property,1,Strongly agree
QN16E,Please indicate your level of agreement with the following statements: Natural disasters in my area are capable of doing serious harm to me or my property,2,Agree
QN16E,Please indicate your level of agreement with the following statements: Natural disasters in my area are capable of doing serious harm to me or my property,3,Disagree
QN16E,Please indicate your level of agreement with the following statements: Natural disasters in my area are capable of doing serious harm to me or my property,4,Strongly disagree
QN16F,Please indicate your level of agreement with the following statements: I have a disability or a health condition that might affect my ability to prepare for a disaster,1,Strongly agree
QN16F,Please indicate your level of agreement with the following statements: I have a disability or a health condition that might affect my ability to prepare for a disaster,2,Agree
QN16F,Please indicate your level of agreement with the following statements: I have a disability or a health condition that might affect my ability to prepare for a disaster,3,Disagree
QN16F,Please indicate your level of agreement with the following statements: I have a disability or a health condition that might affect my ability to prepare for a disaster,4,Strongly disagree
QN16G,Please indicate your level of agreement with the following statements: Someone in my household has a disability or a health condition that might affect their ability to prepare for a disaster,-1,Blank
QN16G,Please indicate your level of agreement with the following statements: Someone in my household has a disability or a health condition that might affect their ability to prepare for a disaster,1,Strongly agree
QN16G,Please indicate your level of agreement with the following statements: Someone in my household has a disability or a health condition that might affect their ability to prepare for a disaster,2,Agree
QN16G,Please indicate your level of agreement with the following statements: Someone in my household has a disability or a health condition that might affect their ability to prepare for a disaster,3,Disagree
QN16G,Please indicate your level of agreement with the following statements: Someone in my household has a disability or a health condition that might affect their ability to prepare for a disaster,4,Strongly disagree
QN17A,How afraid are you of the following? Your significant other cheating on you,1,Very afraid
QN17A,How afraid are you of the following? Your significant other cheating on you,2,Afraid
QN17A,How afraid are you of the following? Your significant other cheating on you,3,Slightly afraid
QN17A,How afraid are you of the following? Your significant other cheating on you,4,Not afraid
QN17A,How afraid are you of the following? Your significant other cheating on you,5,Not applicable
QN17B,How afraid are you of the following? Walking alone at night,1,Very afraid
QN17B,How afraid are you of the following? Walking alone at night,2,Afraid
QN17B,How afraid are you of the following? Walking alone at night,3,Slightly afraid
QN17B,How afraid are you of the following? Walking alone at night,4,Not afraid
QN17C,How afraid are you of the following? Others talking about you behind your back,-1,Blank
QN17C,How afraid are you of the following? Others talking about you behind your back,1,Very afraid
QN17C,How afraid are you of the following? Others talking about you behind your back,2,Afraid
QN17C,How afraid are you of the following? Others talking about you behind your back,3,Slightly afraid
QN17C,How afraid are you of the following? Others talking about you behind your back,4,Not afraid
QN17D,How afraid are you of the following? Being fooled by 'fake' news,-1,Blank
QN17D,How afraid are you of the following? Being fooled by 'fake' news,1,Very afraid
QN17D,How afraid are you of the following? Being fooled by 'fake' news,2,Afraid
QN17D,How afraid are you of the following? Being fooled by 'fake' news,3,Slightly afraid
QN17D,How afraid are you of the following? Being fooled by 'fake' news,4,Not afraid
QN17E,How afraid are you of the following? Sexual harassment in the workplace,1,Very afraid
QN17E,How afraid are you of the following? Sexual harassment in the workplace,2,Afraid
QN17E,How afraid are you of the following? Sexual harassment in the workplace,3,Slightly afraid
QN17E,How afraid are you of the following? Sexual harassment in the workplace,4,Not afraid
QN17E,How afraid are you of the following? Sexual harassment in the workplace,5,Not applicable
QN17F,How afraid are you of the following? Sharing a restroom with a transgender person,1,Very afraid
QN17F,How afraid are you of the following? Sharing a restroom with a transgender person,2,Afraid
QN17F,How afraid are you of the following? Sharing a restroom with a transgender person,3,Slightly afraid
QN17F,How afraid are you of the following? Sharing a restroom with a transgender person,4,Not afraid
QN18A,How afraid are you of the following? Computers replacing people in the workforce,-1,Blank
QN18A,How afraid are you of the following? Computers replacing people in the workforce,1,Very afraid
QN18A,How afraid are you of the following? Computers replacing people in the workforce,2,Afraid
QN18A,How afraid are you of the following? Computers replacing people in the workforce,3,Slightly afraid
QN18A,How afraid are you of the following? Computers replacing people in the workforce,4,Not afraid
QN18B,How afraid are you of the following? Technology that I don't understand,-1,Blank
QN18B,How afraid are you of the following? Technology that I don't understand,1,Very afraid
QN18B,How afraid are you of the following? Technology that I don't understand,2,Afraid
QN18B,How afraid are you of the following? Technology that I don't understand,3,Slightly afraid
QN18B,How afraid are you of the following? Technology that I don't understand,4,Not afraid
QN18C,How afraid are you of the following? Cyber-terrorism,-1,Blank
QN18C,How afraid are you of the following? Cyber-terrorism,1,Very afraid
QN18C,How afraid are you of the following? Cyber-terrorism,2,Afraid
QN18C,How afraid are you of the following? Cyber-terrorism,3,Slightly afraid
QN18C,How afraid are you of the following? Cyber-terrorism,4,Not afraid
QN18D,How afraid are you of the following? Corporate tracking of personal data,-1,Blank
QN18D,How afraid are you of the following? Corporate tracking of personal data,1,Very afraid
QN18D,How afraid are you of the following? Corporate tracking of personal data,2,Afraid
QN18D,How afraid are you of the following? Corporate tracking of personal data,3,Slightly afraid
QN18D,How afraid are you of the following? Corporate tracking of personal data,4,Not afraid
QN18E,How afraid are you of the following? Government tracking of personal data,-1,Blank
QN18E,How afraid are you of the following? Government tracking of personal data,1,Very afraid
QN18E,How afraid are you of the following? Government tracking of personal data,2,Afraid
QN18E,How afraid are you of the following? Government tracking of personal data,3,Slightly afraid
QN18E,How afraid are you of the following? Government tracking of personal data,4,Not afraid
QN19A,How afraid are you of the following events? Devastating earthquake,-1,Blank
QN19A,How afraid are you of the following events? Devastating earthquake,1,Very afraid
QN19A,How afraid are you of the following events? Devastating earthquake,2,Afraid
QN19A,How afraid are you of the following events? Devastating earthquake,3,Slightly afraid
QN19A,How afraid are you of the following events? Devastating earthquake,4,Not afraid
QN19B,How afraid are you of the following events? Devastating hurricane,-1,Blank
QN19B,How afraid are you of the following events? Devastating hurricane,1,Very afraid
QN19B,How afraid are you of the following events? Devastating hurricane,2,Afraid
QN19B,How afraid are you of the following events? Devastating hurricane,3,Slightly afraid
QN19B,How afraid are you of the following events? Devastating hurricane,4,Not afraid
QN19C,How afraid are you of the following events? Devastating tornado,-1,Blank
QN19C,How afraid are you of the following events? Devastating tornado,1,Very afraid
QN19C,How afraid are you of the following events? Devastating tornado,2,Afraid
QN19C,How afraid are you of the following events? Devastating tornado,3,Slightly afraid
QN19C,How afraid are you of the following events? Devastating tornado,4,Not afraid
QN19D,How afraid are you of the following events? Devastating flood,-1,Blank
QN19D,How afraid are you of the following events? Devastating flood,1,Very afraid
QN19D,How afraid are you of the following events? Devastating flood,2,Afraid
QN19D,How afraid are you of the following events? Devastating flood,3,Slightly afraid
QN19D,How afraid are you of the following events? Devastating flood,4,Not afraid
QN19E,How afraid are you of the following events? Devastating blizzard/winter storm,-1,Blank
QN19E,How afraid are you of the following events? Devastating blizzard/winter storm,1,Very afraid
QN19E,How afraid are you of the following events? Devastating blizzard/winter storm,2,Afraid
QN19E,How afraid are you of the following events? Devastating blizzard/winter storm,3,Slightly afraid
QN19E,How afraid are you of the following events? Devastating blizzard/winter storm,4,Not afraid
QN19F,How afraid are you of the following events? Devastating drought,-1,Blank
QN19F,How afraid are you of the following events? Devastating drought,1,Very afraid
QN19F,How afraid are you of the following events? Devastating drought,2,Afraid
QN19F,How afraid are you of the following events? Devastating drought,3,Slightly afraid
QN19F,How afraid are you of the following events? Devastating drought,4,Not afraid
QN19G,How afraid are you of the following events? Devastating wildfire,-1,Blank
QN19G,How afraid are you of the following events? Devastating wildfire,1,Very afraid
QN19G,How afraid are you of the following events? Devastating wildfire,2,Afraid
QN19G,How afraid are you of the following events? Devastating wildfire,3,Slightly afraid
QN19G,How afraid are you of the following events? Devastating wildfire,4,Not afraid
QN19H,How afraid are you of the following events? Large volcanic eruption,-1,Blank
QN19H,How afraid are you of the following events? Large volcanic eruption,1,Very afraid
QN19H,How afraid are you of the following events? Large volcanic eruption,2,Afraid
QN19H,How afraid are you of the following events? Large volcanic eruption,3,Slightly afraid
QN19H,How afraid are you of the following events? Large volcanic eruption,4,Not afraid
QN19I,How afraid are you of the following events? The collapse of the electrical grid,-1,Blank
QN19I,How afraid are you of the following events? The collapse of the electrical grid,1,Very afraid
QN19I,How afraid are you of the following events? The collapse of the electrical grid,2,Afraid
QN19I,How afraid are you of the following events? The collapse of the electrical grid,3,Slightly afraid
