Q_NAME,Description,Option_Num,Option_Text
QN8K,"How often do you watch daytime talk shows, such as The Ellen DeGeneres Show or The View?",-1,Blank
QN8K,"How often do you watch daytime talk shows, such as The Ellen DeGeneres Show or The View?",1,Every day
QN8K,"How often do you watch daytime talk shows, such as The Ellen DeGeneres Show or The View?",2,Most days
QN8K,"How often do you watch daytime talk shows, such as The Ellen DeGeneres Show or The View?",3,Once or twice a week
QN8K,"How often do you watch daytime talk shows, such as The Ellen DeGeneres Show or The View?",4,Once or twice a month
QN8K,"How often do you watch daytime talk shows, such as The Ellen DeGeneres Show or The View?",5,Less than once a month but at least once a year
QN8K,"How often do you watch daytime talk shows, such as The Ellen DeGeneres Show or The View?",6,Never
QN9A,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Local television",-1,Blank
QN9A,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Local television",1,Yes
QN9A,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Local television",2,No
QN9B,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? National television",-1,Blank
QN9B,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? National television",1,Yes
QN9B,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? National television",2,No
QN9C,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Radio",-1,Blank
QN9C,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Radio",1,Yes
QN9C,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Radio",2,No
QN9D,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Internet",-1,Blank
QN9D,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Internet",1,Yes
QN9D,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Internet",2,No
QN9E,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Newspaper",-1,Blank
QN9E,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Newspaper",1,Yes
QN9E,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Newspaper",2,No
QN9F,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Facebook",-1,Blank
QN9F,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Facebook",1,Yes
QN9F,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Facebook",2,No
QN9G,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Twitter",-1,Blank
QN9G,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Twitter",1,Yes
QN9G,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Twitter",2,No
QN9H,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Snapchat",-1,Blank
QN9H,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Snapchat",1,Yes
QN9H,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Snapchat",2,No
QN9I,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Email",-1,Blank
QN9I,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Email",1,Yes
QN9I,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Email",2,No
QN9J,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Friends or family",-1,Blank
QN9J,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Friends or family",1,Yes
QN9J,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Friends or family",2,No
QN9K,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Ready.gov",-1,Blank
QN9K,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Ready.gov",1,Yes
QN9K,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Ready.gov",2,No
QN9L,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Smart phone text alerts",-1,Blank
QN9L,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Smart phone text alerts",1,Yes
QN9L,"Where do you get information about what to do when you learn a tornado, hurricane, wildfire, severe storm, or other disaster is possible in the near future? Smart phone text alerts",2,No
QN10A,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Breitbart News",1,Very trustworthy
QN10A,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Breitbart News",2,
QN10A,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Breitbart News",3,
QN10A,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Breitbart News",4,
QN10A,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Breitbart News",5,
QN10A,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Breitbart News",6,
QN10A,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Breitbart News",7,
QN10A,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Breitbart News",8,
QN10A,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Breitbart News",9,
QN10A,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Breitbart News",10,Not at all trustworthy
QN10A,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Breitbart News",97,I am not familiar
QN10B,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. CNN",1,Very trustworthy
QN10B,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. CNN",2,
QN10B,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. CNN",3,
QN10B,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. CNN",4,
QN10B,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. CNN",5,
QN10B,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. CNN",6,
QN10B,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. CNN",7,
QN10B,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. CNN",8,
QN10B,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. CNN",9,
QN10B,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. CNN",10,Not at all trustworthy
QN10B,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. CNN",97,I am not familiar
QN10C,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Drudge Report",1,Very trustworthy
QN10C,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Drudge Report",2,
QN10C,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Drudge Report",3,
QN10C,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Drudge Report",4,
QN10C,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Drudge Report",5,
QN10C,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Drudge Report",6,
QN10C,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Drudge Report",7,
QN10C,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Drudge Report",8,
QN10C,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Drudge Report",9,
QN10C,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Drudge Report",10,Not at all trustworthy
QN10C,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Drudge Report",97,I am not familiar
QN10D,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Facebook",1,Very trustworthy
QN10D,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Facebook",2,
QN10D,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Facebook",3,
QN10D,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Facebook",4,
QN10D,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Facebook",5,
QN10D,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Facebook",6,
QN10D,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Facebook",7,
QN10D,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Facebook",8,
QN10D,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Facebook",9,
QN10D,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Facebook",10,Not at all trustworthy
QN10D,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Facebook",97,I am not familiar
QN10E,"On a scale of one to 10, with one being 'very trustworthy,' 10 being 'not at all trustworthy,' how would you rate the trustworthiness of the following news sources? Please select a number from one to 10. If you don't know about the news source, you can tell us you are not familiar with it. Fox News",1,Very trustworthy
